participant,method,rss_mono,rss_bi,aicc_mono,aicc_bi,delta_aicc,bic_mono,bic_bi,delta_bic,slow_component_supported,bi_params_at_bounds
p32,sg,1.2875804801814312,1.0425149517397332,-166.9183676066455,-169.05902978498716,2.140662178341671,-158.85461495330165,-157.52446740010214,-1.3301475531995095,True,tau2
p32,bw,1.3272245773357851,1.083162931074706,-165.43243685271304,-167.18480996288477,1.7523731101717317,-157.3686841993692,-155.65024757799975,-1.7184366213694489,False,tau2
p32,cleaned,1.2115813064766185,0.9594448716337931,-169.89945357843465,-173.12781521148491,3.2283616330502696,-161.8357009250908,-161.5932528265999,-0.24244809849091098,True,tau2
p33,sg,0.8523436904207813,0.6273407254129919,-187.132352378283,-193.9462023550834,6.813849976800384,-179.06859972493916,-182.41163997019837,3.3430402452592034,True,tau2
p33,bw,0.8522943935872438,0.6271255205457523,-187.13518646355502,-193.96301434764538,6.827827884090368,-179.07143381021118,-182.42845196276036,3.3570181525491876,True,tau2
p33,cleaned,0.8325776261947626,0.6054298884564678,-188.28205779322323,-195.68820378592116,7.40614599269793,-180.2183051398794,-184.15364140103614,3.935336261156749,True,
p35,sg,0.6000502136164112,0.5890962971989026,-204.33020072765757,-197.02830979124417,-7.3018909364134,-196.26644807431373,-185.49374740635915,-10.772700667954581,False,
p35,bw,0.6076259190119124,0.5920646956144386,-203.71544247666222,-196.78202358731414,-6.933418889348076,-195.65168982331838,-185.24746120242912,-10.404228620889256,False,
p35,cleaned,0.5501480668729121,0.5409739104974723,-208.58466917025072,-201.20402167589714,-7.380647494353582,-200.52091651690688,-189.66945929101212,-10.851457225894762,False,
p36,sg,0.6307816107844487,0.5017593494967659,-201.88282902020782,-204.89129283491562,3.0084638147077953,-193.81907636686398,-193.3567304500306,-0.4623459168333852,True,
p36,bw,0.6299519010587166,0.5007740909971568,-201.9473244620257,-204.9876041998509,3.0402797378251876,-193.88357180868186,-193.45304181496587,-0.430529993715993,True,
p36,cleaned,0.6260841881301703,0.49544933398197005,-202.24909689379308,-205.5114135620256,3.262316668232529,-194.18534424044924,-193.9768511771406,-0.20849306330865147,True,
p38,sg,0.6588266257163278,0.6217673611785022,-199.75129420510385,-194.38346901395872,-5.36782519114513,-191.68754155176,-182.8489066290737,-8.83863492268631,False,
p38,bw,0.6594811547785014,0.6364024696096129,-199.702638000299,-193.24347560212186,-6.459162398177142,-191.63888534695516,-181.70891321723684,-9.929972129718323,False,tau2
p38,cleaned,0.6553333044284524,0.6316347271969979,-200.0118000116751,-193.61195135302123,-6.399848658653866,-191.94804735833125,-182.0773889681362,-9.870658390195047,False,tau2
p40,sg,0.5769137782168502,0.5769139331519475,-206.25690605573598,-198.05224173358067,-8.20466432215531,-198.19315340239214,-186.51767934869565,-11.67547405369649,False,A2 tau2 TD2
p40,bw,0.5845462693294533,0.5845462715023477,-205.61289346321834,-197.40824211828323,-8.204651344935115,-197.5491408098745,-185.8736797333982,-11.675461076476296,False,A2 tau2 TD2
p40,cleaned,0.5470707120902091,0.5470707120929161,-208.85952917562287,-200.6548780125897,-8.204651163033162,-200.79577652227903,-189.12031562770468,-11.675460894574343,False,A2 tau2
p42,sg,0.25977316870524386,0.2535238245088175,-245.35322215391167,-238.34177103351973,-7.011451120391939,-237.28946950056783,-226.8072086486347,-10.48226085193312,False,
p42,bw,0.25879267399176525,0.2525430317126991,-245.5385189639148,-238.53170209338114,-7.006816870533669,-237.47476631057097,-226.99713970849612,-10.47762660207485,False,
p42,cleaned,0.25690897795970435,0.250604243370739,-245.8964837511992,-238.9093294945712,-6.987154256628003,-237.83273109785537,-227.3747671096862,-10.457963988169183,False,
p43,sg,0.4030279390555203,0.3976790871768431,-223.83256596631983,-216.28258032332124,-7.5499856429985925,-215.768813312976,-204.74801793843622,-11.020795374539773,False,
p43,bw,0.4047321026087619,0.3978767392084243,-223.62581115376608,-216.25823269258171,-7.367578461184365,-215.56205850042224,-204.7236703076967,-10.838388192725546,False,
p43,cleaned,0.37167786219421545,0.346971694671651,-227.80050609420007,-222.96628622919965,-4.834219865000421,-219.73675344085623,-211.43172384431463,-8.305029596541601,False,
p44,sg,0.8246310213320439,0.5663223731420953,-188.7519885087699,-198.9601927615367,10.20820425276679,-180.68823585542606,-187.42563037665167,6.73739452122561,True,
p44,bw,0.8203022065239017,0.5621544198209034,-189.00988641205072,-199.3221508322431,10.312264420192378,-180.94613375870688,-187.78758844735808,6.841454688651197,True,
p44,cleaned,0.8151469651630114,0.5622958333409366,-189.31880174579425,-199.30982612068084,9.991024374886592,-181.2550490924504,-187.77526373579582,6.520214643345412,True,tau2
